"Charity Number","Charity Subsidiary Number","Charity Name","Charity Address","Charity Postcode","Charity Constituency","Phone","Email","Website","Last Recorded Financial Year","Last Recorded Income","Last Recorded Expenditure","Charity Status","Charity Type","How the charity helps","What the charity does","Who the charity helps","Activities","Charity Objects"
"512652","0","TYNEDALE MUSIC FESTIVAL","ROSEBANK, 37 VALEBROOK, HEXHAM","NE46 2BQ","Hexham","01434604720","tynedalemusic@gmail.com","www.tynedalemusic.org","30/04/2023","0","0","Registered","Other","Provides Human Resources","General Charitable Purposes, Arts/culture/heritage/science, Recreation","Children/young People, The General Public/mankind","musical performances for adults young people and children","TO ADVANCE THE EDUCATION OF THE PUBLIC IN THE ARTS, IN PARTICULAR THE ART OF MUSIC IN ALL ITS BRANCHES."
"512763","0","THE DANISH CHURCH NEWCASTLE","14 Grange Avenue, BEDLINGTON","NE22 7EW","Wansbeck","07710240507","susan.a.carey@btinternet.com","http://www.danskekirke-newcastle.co.uk/","31/03/2023","1046","1657","Registered","Other","Provides Services","General Charitable Purposes, Religious Activities, Arts/culture/heritage/science","Children/young People, Other Defined Groups","Religious servicesCultural activites","THE OBJECT OF THE DANISH CHURCH, NEWCASTLE IS TO HOLD RELIGIOUS SERVICES AND OTHER CHURCH EVENTS AS THEY ARE EXECUTED IN THE DANISH PEOPLE'S CHURCH."
"512764","0","NORTH OF ENGLAND ART CLUB","20 LILY CRESCENT, NEWCASTLE UPON TYNE","NE2 2SP","Newcastle upon Tyne East","01912816619","nofe.artclub@gmail.com","www.northofenglandartclub.co.uk","31/10/2023","14813","12863","Registered","Other","Provides Buildings/facilities/open Space","Education/training, Arts/culture/heritage/science","The General Public/mankind","Provides education and training to promote appreciation of the visual arts. Through access and use of our own studio, we have a full range of activities including life and portrait sessions as well as workshops and lectures.","TO PROVIDE EDUCATION AND TRAINING AND TO ASSIST IN THE APPRECIATION OF THE VISUAL ARTS AMONGST THE PUBLIC."
"512847","0","CHAPEL HOUSE AND DISTRICT COMMUNITY ASSOCIATION","CHADCA, Hanover Close, NEWCASTLE UPON TYNE","NE5 1EG","Newcastle upon Tyne North","07986566986","","","31/12/2022","27002","29157","Registered","Other","Provides Buildings/facilities/open Space","Education/training, Arts/culture/heritage/science, Amateur Sport, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","provides a meeting facility for organisations on Chapel House and the surrounding area i.e.badminton, bowls, bingo, dancing,martial arts, mothers & tots, pantomime, playgroup, tai chi,Over 60's club, TWG, wine club. It also is available for private hire during the year.","TO PROMOTED THE BENEFIT OF THE INHABITANTS OF CHAPEL HOUSE AND DISTRICT AND THE NEIGHBOURHOOD WITHOUT OR OTHER OPINIONS BY ASSOCIATING THE LOCAL AUTHORITIES, VOLUNTARY ORGANISATIONS AND INHABITANTS IN A COMMON EFFORT TO ADVANCE EDUCATION AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE SAID INHABITANTS. (FOR FURTHER DETAILS SEE CONSTITUTION)"
"513771","0","NORTH EAST THEATRE TRUST LIMITED","Live Theatre, 27 Broad Chare, NEWCASTLE UPON TYNE","NE1 3DQ","Newcastle upon Tyne East","0191 261 2694","Info@live.org.uk","www.live.org.uk","31/03/2023","2170534","2520616","Registered","Charitable company","Provides Buildings/facilities/open Space","Arts/culture/heritage/science","The General Public/mankind","- The production of theatre performances at Live Theatre;- The facilitation of drama and music programmes by other companies;- The organisation and production of education and outreach activities for the public.","TO PROMOTE, MAINTAIN IMPROVE AND ADVANCE EDUCATION PARTICULARLY BY THE PRODUCTION OF EDUCATIONAL PLAYS AND THE ENCOURAGEMENT OF THE ARTS, INCLUDING THE ART OF DRAMA, BALLET, MUSIC, SINGING, LITERATUE, SCULPTURE AND PAINTING."
"513865","0","THE BOW TRUST (DURHAM) LIMITED","ST MARY LE BOW, NORTH BAILEY, DURHAM","DH1 3ET","City of Durham","01913846939","contact@durhammuseum.co.uk","www.durhammuseum.co.uk","31/12/2023","23244","22696","Registered","Charitable company","Provides Buildings/facilities/open Space, Provides Advocacy/advice/information, Sponsors Or Undertakes Research","Education/training, Arts/culture/heritage/science, Environment/conservation/heritage","Children/young People, Elderly/old People, The General Public/mankind","To maintain the redundant church of St Mary-Le-Bow, Durham City, as a centre for exhibitions and activities related to the history and antiquities of the city and county, and for other educational and cultural benefits.","TO RENOVATE AND MAINTAIN THE DISUSED CHURCH OF ST MARY-LE-BOW, DURHAM TO BE USED AS A MUSEUM AND CENTRE TO PROMOTE AND FURTHER INTEREST IN THE LOCAL HISTORY OF THE CITY AND COUNTY OF DURHAM AND ALSO EDUCATE THE PUBLIC IN THE ARTS AND SCIENCE OF MUSIC AND DRAMA."
"514163","0","CAPPELLA NOVOCASTRIENSIS","60 GOLDSPINK LANE, NEWCASTLE UPON TYNE","NE2 1NR","Newcastle upon Tyne East","0191 261 8061","capnov@hotmail.co.uk","http://www.cappellanewcastle.org.uk","31/08/2023","13561","11111","Registered","Other","Provides Services","Education/training, Arts/culture/heritage/science","The General Public/mankind","Cappella Newcastle (founded in 1960 as Cappella Novocastriensis), specialises in singing music for worship and often sings unaccompanied. Cappella sings in churches throughout the North East, as well as giving several major concerts each year. The repertoire is varied and ambitious, ranging from English renaissance composers to contemporary works by Whitacre and Jackson.","THE OBJECT OF THE CHOIR SHALL BE TO ADVANCE, IMPROVE, DEVELOP AND MAINTAIN PUBLIC EDUCATION IN, AND APPRECIATION OF THE ART AND SCIENCE OF MUSIC IN ALL ITS ASPECTS BY ANY MEANS THE TRUSTEES SEE FIT, INCLUDING THROUGH THE PRESENTATION OF PUBLIC CONCERTS AND RECITALS."
"514277","0","THE NORTH OF ENGLAND MUSICAL TOURNAMENT TRUST","10 EVESHAM AVENUE, WHITLEY BAY","NE26 1QR","Tynemouth","07831708133","john.treherne@yahoo.co.uk","","31/03/2023","900","0","Registered","Other","Makes Grants To Individuals, Makes Grants To Organisations","Education/training, Arts/culture/heritage/science","The General Public/mankind","To disburse funding for the promotion of musical development in the North of England","PROMOTING THE STUDY AND APPRECIATION OF MUSIC BY THE INHABITANTS OF THE COUNTIES OF CLEVELAND,CUMBRIA, DURHAM, NORTHUMBERLAND, NORTH YORKSHIRE AND TYNE AND WEAR."
"515179","0","THE NORTHUMBRIAN LANGUAGE SOCIETY","10 Burnhouse Road, Wooler","NE71 6EE","Berwick-upon-Tweed","01668281462","iamnlstreasurer@gmail.com","www.northumbrianlanguagesociety.co.uk","31/03/2024","7664","5527","Registered","Other","Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","Education/training, Arts/culture/heritage/science, Environment/conservation/heritage","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","To research, preserve, and promote the Northumbrian language.","THE ADVANCEMENT OF EDUCATION OF THE PUBLIC BY THE PROMOTION OF THE STUDY, RESEARCH, APPRECIATION AND ORAL AND ALL WRITTEN USE OF NORTHUMBRIAN, INCLUDING VOCABULARY, GRAMMAR, PRONUNCIATION, EXPRESSION AND LITERATURE."
"515814","0","NEWCASTLE MALE CHORUS","Springvale, The Avenue, ROWLANDS GILL, Tyne And Wear","NE391QB","Blaydon","07748697533","timdeveaux@hotmail.com","www.newcastlemalechorus.net","31/05/2023","10538","6877","Registered","Other","Provides Services","General Charitable Purposes, Education/training, Arts/culture/heritage/science","Other Charities Or Voluntary Bodies, The General Public/mankind","Newcastle Male chorus is dedicated to upholding the great choral tradition of male voice singing in the North East, through the study and practice of choral music in order to foster the public knowledge and appreciation of such music by public performance. It supports other charities and voluntary groups in the region.","THE STUDY AND PERFORMANCE OF CHORAL MUSIC AND THE FOSTERING THROUGH PUBLIC CONCERTS OF A WIDER KNOWLEDGE AND APPRECIATION OF CHORAL MUSIC."
"516104","0","DANCE KALEIDOSCOPE","2 Oxford Street, 2 Oxford Street, WHITLEY BAY, Tyne And Wear","NE26 1AE","Tynemouth","07980426841","hkanderson@talktalk.net","www.dancekaleidoscope.co.uk","31/12/2023","6336","4488","Registered","Other","Makes Grants To Individuals, Provides Services, Provides Advocacy/advice/information","Education/training, Arts/culture/heritage/science, Amateur Sport","Children/young People","DANCE KALEIDOSCOPE DESCRIPTIONFormed 1964. Charity 1977 Reg.No. 516104To give training and performance opportunities to young dancers hoping to work in the entertainment field. The Company members prepare scenery, lighting, costumes, administration for productions. Bi-annual European tours, ballets and musicals. Support to charities.","TO PROMOTE, IMPROVE, DEVELOP AND MAINTAIN PUBLIC EDUCATION IN AND APPRECIATION OF THE ART OF DANCE IN ALL ITS ASPECTS BY THE PRESENTATION OF PUBLIC PERFORMANCES, AND TO PROMOTE AND ADVANCE THE EDUCATION OF YOUNG PEOPLE IN THE ART OF DANCE BY MEANS OF GIVING INSTRUCTION AND PROMOTING THE PRACTICE AND PERFORMANCE OF THE SAID ART."
"516280","0","NEWBURN COMMUNITY ASSOCIATION","","","","","","","31/03/2007","4670","6220","Registered","Other","Provides Human Resources, Provides Buildings/facilities/open Space","General Charitable Purposes, Arts/culture/heritage/science, Amateur Sport","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","","TO PROMOTE THE BENEFIT OF THE INHABITANTS OF NEWBURN AND THE NEIGBOURHOOD WITHOUT DISTINCTION OF SEX, SEXUAL ORIENTATION, RACE OR OF POLITICAL, RELIGIOUS OR OTHER OPINIONS, BY ASSOCIATION TOGETHER THE SAID INHABITANTS AND LOCAL AUTHORITIES, VOLUNTARY AND OTHER ORGANISATIONS IN A COMMON EFFORT TO ADVANCE EDUCATION AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE-TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITION OF LIFE FOR THE SAID INHABITANTS."
"516712","0","HOSPITAL RADIO SOUTH TYNESIDE","South Tyneside NHS Foundation Trust, South Tyneside District Hospital, Harton Lane, SOUTH SHIELDS","NE34 0PL","South Shields","01914041298","info@radiosouthtyneside.com","www.radiosouthtyneside.com","31/12/2022","101","540","Registered","Other","Provides Human Resources, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, Arts/culture/heritage/science","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","We provide music, information and visiting service to patients in hospital community as well as promoting good health and advice.","TO RELIEVE SICKNESS INFIRMITY AND THE DISABILITIES ATTENDANT TO OLD AGE AMONGST PERSONS LIVING IN SOUTH TYNESIDE IN PARTICULAR BUT NOT EXCLUSIVELY BY: 
(1) PROVIDING A LOCAL BROADCASTING SERVICE FOR HOSPITALS, HOSPICES, OLD PERSONS' HOMES, AND SIMILAR INSTITUTIONS, AND WHEREVER POSSIBLE, PROVIDING A SIMILAR SERVICE WITHIN THE LOCAL COMMUNITY TO ASSIST PATIENTS RECEIVING 'CARE IN THE COMMUNITY'
(2) PROVIDING PROGRAMMES OF INTEREST AND RELEVANCE TO THOSE PATIENTS WHO ARE SICK, AGED OR INFIRM.
(3) PROVIDING AN INFORMATION SERVICE AND CO-OPERATE WITH OTHER ORGANISATIONS PROVIDING A SIMILAR SERVICE, AND TO MAKE PROGRAMMES AVAILABLE TO SIMILAR ESTABLISHMENTS AND / OR ORGANISATIONS, IF APPROPRIATE."
"517641","0","NORTHUMBERLAND AND TYNESIDE BIRD CLUB","80 WESTERN AVENUE, PRUDHOE","NE42 6PA","Hexham","01661832167","ntbcorg@gmail.com","www.ntbc.org","30/06/2023","11618","13460","Registered","Other","Makes Grants To Individuals, Makes Grants To Organisations, Provides Human Resources, Provides Advocacy/advice/information, Sponsors Or Undertakes Research","Arts/culture/heritage/science, Environment/conservation/heritage","The General Public/mankind","Promotion of knowledge of Ornithology through meetings, field observation and dissemination of information to interested persons.","TO ADVANCE THE EDUCATION OF THE GENERAL PUBLIC IN THE KNOWLEDGE AND UNDERSTANDING OF ORNITHOLOGY TO PROMOTE RESEARCH IN ORNITHOLOGY AND IN ANY PARTICULAR ASPECTS THEREOF AS MAY FROM TO TIME BE APPROVED BY THE COMMITTEE AND PUBLISH THE USEFUL RESULTS OF SUCH RESEARCH
TO PROMOTE FOR THE BENEFIT OF THE PUBLIC THE CONSERVATION, PROTECTION AND IMPROVEMENT OF THE PHYSICAL AND NATURAL ENVIRONMENT IN ORDER TO PROMOTE THE WELFARE AND DIVERSITY OF THE LOCAL BIRD POPULATION"
"519476","0","WEST END WOMEN AND GIRLS CENTRE","THE STEPHENSON BUILDING, 173 ELSWICK ROAD, ELSWICK, NEWCASTLE UPON TYNE","NE4 6SQ","Newcastle upon Tyne Central","01912734942","INFO@WESTENDWOMENANDGIRLS.CO.UK","www.westendwomenandgirls.co.uk","31/03/2023","0","0","Registered","Other","Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","Education/training, The Advancement Of Health Or Saving Of Lives, Arts/culture/heritage/science, Amateur Sport, Environment/conservation/heritage, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, Elderly/old People, Other Defined Groups","We aim to empower women and girls who have been traditionally disenfranchised from access to existing services, to effect positive change in their leisure, work and social environments. We do this by providing group work where women and girls can meet, have fun, learn new skills and look at issues relevant to their lives, building confidence in a safe and supportive environment.","TO PROMOTE THE EQUALITY OF, AND TO HELP AND EDUCATE GIRLS AND WOMEN THROUGH THEIR LEISURE TIME ACTIVITIES SO TO DEVELOP THEIR PHYSICAL, MENTAL CAPACITIES THAT THEIR CONDITIONS OF LIFE MAY BE IMPROVED WHO LIVE IN THE WEST END AREA OF NEWCASTLE UPON TYNE."
"519477","0","THROCKLEY COMMUNITY HALL LIMITED","Back Victoria Terrace, THROCKLEY, NEWCASTLE","NE15 9EL","Newcastle upon Tyne North","01912644075","tch.ltd@tiscali.co.uk","","31/03/2023","108245","70354","Registered","Charitable company","Provides Buildings/facilities/open Space","General Charitable Purposes, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","Children/young People, Elderly/old People, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","Sport activities for children 8yrs to 16yrs. Sport activities for adults. Childrens sport/craft/activity programme - Summer holiday. Dance, craft activities for children. Dancing for elderly/tea dances/info sessions. Group meeting space (tenants & res groups, coopbuild china painters). Party venue/venue for loc auth organised meetings. Venue for fundraising activities.","TO PROVIDE FACILTIES FOR THE PURPOSE OF A VILLAGE HALL FOR THE USE OF THE INHABITANTS OF THE BENEFICIAL AREA WITHOUT DISTINCTION OF POLITICAL, RELIGIOUS OR OTHER OPINIONS INCLUDING USE FOR MEETINGS, LECTURES AND CLASSES AND FOR OTHER FORMS OF RECREATION AND LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE SAID INHABITANTS."
"519726","0","FRIENDS OF THE ORIENTAL MUSEUM","EPWORTH HOUSE, 7 LUCY STREET, CHESTER LE STREET, COUNTY DURHAM","DH3 3UP","North Durham","01913871110","","","30/09/2023","2147","5486","Registered","Other","Makes Grants To Organisations","General Charitable Purposes, Arts/culture/heritage/science","Other Charities Or Voluntary Bodies, The General Public/mankind","The charity was formed for the purposes of providing financial and practical support to the Oriental Museum (which is part of the University of Durham) and to inform members about all aspects of the history, culture etc. of the Orient (through lectures, events, etc.).","TO FOSTER THE EDUCATION OF THE PUBLIC BY PROMOTION, SUFFORT, ASSISTANCE AND IMPROVEMENT OF THE FACILITIES THROUGH THE ACTIVITY OF A GROUP OF FRIENDS. (FOR FURTHER DETAILS SEE CLAUSE 2(A)-(E))."
