"DATE","GEOGRAPHY_CODE","GENDER_NAME","AGE_NAME","MEASURE_NAME","OBS_VALUE","OBS_STATUS","OBS_CONF"
"2010-07","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-07","E08000021","Total","Aged 16-24","Claimant count",2415,"A","F"
"2010-07","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-07","E08000021","Total","Aged 25-49","Claimant count",4710,"A","F"
"2010-07","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-07","E08000021","Total","Aged 50+","Claimant count",1135,"A","F"
"2010-07","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-08","E08000021","Total","All categories: Age 16+","Claimant count",8560,"A","F"
"2010-08","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.5,"A","F"
"2010-08","E08000021","Total","Age unknown (clerical claims)","Claimant count",105,"A","F"
"2010-08","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-08","E08000021","Total","Aged 16-24","Claimant count",2485,"A","F"
"2010-08","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-08","E08000021","Total","Aged 25-49","Claimant count",4820,"A","F"
"2010-08","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-08","E08000021","Total","Aged 50+","Claimant count",1145,"A","F"
"2010-08","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-09","E08000021","Total","All categories: Age 16+","Claimant count",8575,"A","F"
"2010-09","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.5,"A","F"
"2010-09","E08000021","Total","Age unknown (clerical claims)","Claimant count",100,"A","F"
"2010-09","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-09","E08000021","Total","Aged 16-24","Claimant count",2570,"A","F"
"2010-09","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-09","E08000021","Total","Aged 25-49","Claimant count",4795,"A","F"
"2010-09","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-09","E08000021","Total","Aged 50+","Claimant count",1105,"A","F"
"2010-09","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-10","E08000021","Total","All categories: Age 16+","Claimant count",8360,"A","F"
"2010-10","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.4,"A","F"
"2010-10","E08000021","Total","Age unknown (clerical claims)","Claimant count",105,"A","F"
"2010-10","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-10","E08000021","Total","Aged 16-24","Claimant count",2495,"A","F"
"2010-10","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-10","E08000021","Total","Aged 25-49","Claimant count",4645,"A","F"
"2010-10","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-10","E08000021","Total","Aged 50+","Claimant count",1110,"A","F"
"2010-10","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-11","E08000021","Total","All categories: Age 16+","Claimant count",8255,"A","F"
"2010-11","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.3,"A","F"
"2010-11","E08000021","Total","Age unknown (clerical claims)","Claimant count",110,"A","F"
"2010-11","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-11","E08000021","Total","Aged 16-24","Claimant count",2395,"A","F"
"2010-11","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-11","E08000021","Total","Aged 25-49","Claimant count",4615,"A","F"
"2010-11","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-11","E08000021","Total","Aged 50+","Claimant count",1135,"A","F"
"2010-11","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-12","E08000021","Total","All categories: Age 16+","Claimant count",8170,"A","F"
"2010-12","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.3,"A","F"
"2010-12","E08000021","Total","Age unknown (clerical claims)","Claimant count",100,"A","F"
"2010-12","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-12","E08000021","Total","Aged 16-24","Claimant count",2290,"A","F"
"2010-12","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-12","E08000021","Total","Aged 25-49","Claimant count",4635,"A","F"
"2010-12","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2010-12","E08000021","Total","Aged 50+","Claimant count",1150,"A","F"
"2010-12","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-01","E08000021","Total","All categories: Age 16+","Claimant count",8725,"A","F"
"2011-01","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.5,"A","F"
"2011-01","E08000021","Total","Age unknown (clerical claims)","Claimant count",140,"A","F"
"2011-01","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-01","E08000021","Total","Aged 16-24","Claimant count",2455,"A","F"
"2011-01","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-01","E08000021","Total","Aged 25-49","Claimant count",4905,"A","F"
"2011-01","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-01","E08000021","Total","Aged 50+","Claimant count",1220,"A","F"
"2011-01","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-02","E08000021","Total","All categories: Age 16+","Claimant count",8915,"A","F"
"2011-02","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.6,"A","F"
"2011-02","E08000021","Total","Age unknown (clerical claims)","Claimant count",80,"A","F"
"2011-02","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-02","E08000021","Total","Aged 16-24","Claimant count",2620,"A","F"
"2011-02","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-02","E08000021","Total","Aged 25-49","Claimant count",5010,"A","F"
"2011-02","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-02","E08000021","Total","Aged 50+","Claimant count",1200,"A","F"
"2011-02","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-03","E08000021","Total","All categories: Age 16+","Claimant count",8765,"A","F"
"2011-03","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.6,"A","F"
"2011-03","E08000021","Total","Age unknown (clerical claims)","Claimant count",60,"A","F"
"2011-03","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-03","E08000021","Total","Aged 16-24","Claimant count",2560,"A","F"
"2011-03","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-03","E08000021","Total","Aged 25-49","Claimant count",4950,"A","F"
"2011-03","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-03","E08000021","Total","Aged 50+","Claimant count",1190,"A","F"
"2011-03","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-04","E08000021","Total","All categories: Age 16+","Claimant count",9110,"A","F"
"2011-04","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.7,"A","F"
"2011-04","E08000021","Total","Age unknown (clerical claims)","Claimant count",65,"A","F"
"2011-04","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-04","E08000021","Total","Aged 16-24","Claimant count",2730,"A","F"
"2011-04","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-04","E08000021","Total","Aged 25-49","Claimant count",5075,"A","F"
"2011-04","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-04","E08000021","Total","Aged 50+","Claimant count",1235,"A","F"
"2011-04","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-05","E08000021","Total","All categories: Age 16+","Claimant count",8750,"A","F"
"2011-05","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.6,"A","F"
"2011-05","E08000021","Total","Age unknown (clerical claims)","Claimant count",20,"A","F"
"2011-05","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-05","E08000021","Total","Aged 16-24","Claimant count",2545,"A","F"
"2011-05","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-05","E08000021","Total","Aged 25-49","Claimant count",4980,"A","F"
"2011-05","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-05","E08000021","Total","Aged 50+","Claimant count",1205,"A","F"
"2011-05","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-06","E08000021","Total","All categories: Age 16+","Claimant count",8680,"A","F"
"2011-06","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.5,"A","F"
"2011-06","E08000021","Total","Age unknown (clerical claims)","Claimant count",35,"A","F"
"2011-06","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-06","E08000021","Total","Aged 16-24","Claimant count",2515,"A","F"
"2011-06","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-06","E08000021","Total","Aged 25-49","Claimant count",4930,"A","F"
"2011-06","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-06","E08000021","Total","Aged 50+","Claimant count",1200,"A","F"
"2011-06","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-07","E08000021","Total","All categories: Age 16+","Claimant count",9075,"A","F"
"2011-07","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.7,"A","F"
"2011-07","E08000021","Total","Age unknown (clerical claims)","Claimant count",40,"A","F"
"2011-07","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-07","E08000021","Total","Aged 16-24","Claimant count",2755,"A","F"
"2011-07","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-07","E08000021","Total","Aged 25-49","Claimant count",5025,"A","F"
"2011-07","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-07","E08000021","Total","Aged 50+","Claimant count",1255,"A","F"
"2011-07","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-08","E08000021","Total","All categories: Age 16+","Claimant count",9290,"A","F"
"2011-08","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.8,"A","F"
"2011-08","E08000021","Total","Age unknown (clerical claims)","Claimant count",35,"A","F"
"2011-08","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-08","E08000021","Total","Aged 16-24","Claimant count",2915,"A","F"
"2011-08","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-08","E08000021","Total","Aged 25-49","Claimant count",5090,"A","F"
"2011-08","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-08","E08000021","Total","Aged 50+","Claimant count",1255,"A","F"
"2011-08","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-09","E08000021","Total","All categories: Age 16+","Claimant count",9385,"A","F"
"2011-09","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.9,"A","F"
"2011-09","E08000021","Total","Age unknown (clerical claims)","Claimant count",40,"A","F"
"2011-09","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-09","E08000021","Total","Aged 16-24","Claimant count",2995,"A","F"
"2011-09","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-09","E08000021","Total","Aged 25-49","Claimant count",5060,"A","F"
"2011-09","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-09","E08000021","Total","Aged 50+","Claimant count",1290,"A","F"
"2011-09","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-10","E08000021","Total","All categories: Age 16+","Claimant count",9240,"A","F"
"2011-10","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.8,"A","F"
"2011-10","E08000021","Total","Age unknown (clerical claims)","Claimant count",15,"A","F"
"2011-10","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-10","E08000021","Total","Aged 16-24","Claimant count",2875,"A","F"
"2011-10","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-10","E08000021","Total","Aged 25-49","Claimant count",5055,"A","F"
"2011-10","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-10","E08000021","Total","Aged 50+","Claimant count",1295,"A","F"
"2011-10","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-11","E08000021","Total","All categories: Age 16+","Claimant count",9305,"A","F"
"2011-11","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.8,"A","F"
"2011-11","E08000021","Total","Age unknown (clerical claims)","Claimant count",20,"A","F"
"2011-11","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2011-11","E08000021","Total","Aged 16-24","Claimant count",2900,"A","F"
